A  -  1449 ocorrências
BUFFETED  -  1 ocorrências
BUILDING  -  1 ocorrências
BUILDINGS  -  1 ocorrências
BUILT  -  2 ocorrências
BURDEN  -  4 ocorrências
BURDENED  -  1 ocorrências
BURIED  -  1 ocorrências
BURN  -  1 ocorrências
BURNED  -  3 ocorrências
BURNING  -  10 ocorrências
BURNS  -  1 ocorrências
BURNT  -  3 ocorrências
BURST  -  8 ocorrências
BURSTING  -  1 ocorrências
BURY  -  1 ocorrências
BUSHES  -  1 ocorrências
BUSIED  -  3 ocorrências
BUSIER  -  1 ocorrências
BUSILY  -  1 ocorrências
BUSINESS  -  4 ocorrências
BUSTLE  -  1 ocorrências
BUSY  -  7 ocorrências
BUT  -  692 ocorrências
BUY  -  1 ocorrências
BY  -  487 ocorrências
C  -  6 ocorrências
CABIN  -  9 ocorrências
CABINETS  -  1 ocorrências
CABRIOLET  -  1 ocorrências
CADENCE  -  1 ocorrências
CAKE  -  1 ocorrências
CALAMITIES  -  1 ocorrências
CALAMITY  -  1 ocorrências
CALCULATE  -  1 ocorrências
CALCULATED  -  2 ocorrências
CALCULATING  -  1 ocorrências
CALCULATIONS  -  1 ocorrências
CALL  -  13 ocorrências
CALLED  -  26 ocorrências
CALLING  -  2 ocorrências
CALLOUS  -  1 ocorrências
CALM  -  20 ocorrências
CALMED  -  4 ocorrências
CALMER  -  3 ocorrências
CALMLY  -  1 ocorrências
CALMNESS  -  2 ocorrências
CAME  -  42 ocorrências
CAMPAGNE  -  1 ocorrências
CAN  -  103 ocorrências
CANDLE  -  1 ocorrências
CANDOUR  -  2 ocorrências
CANNOT  -  50 ocorrências
CANOPIED  -  1 ocorrências
CANOPY  -  1 ocorrências
CANST  -  1 ocorrências
CANVASSED  -  1 ocorrências
CAPABLE  -  14 ocorrências
CAPACIOUS  -  1 ocorrências
CAPACITIES  -  1 ocorrências
CAPACITY  -  3 ocorrências
CAPE  -  1 ocorrências
CAPITULATED  -  1 ocorrências
CAPRICE  -  1 ocorrências
CAPRICES  -  1 ocorrências
CAPTAIN  -  5 ocorrências
CAPTIVE  -  1 ocorrências
CARD  -  1 ocorrências
CARE  -  22 ocorrências
CAREER  -  3 ocorrências
CAREFULLY  -  3 ocorrências
CARELESS  -  1 ocorrências
CARELESSLY  -  2 ocorrências
CARELESSNESS  -  3 ocorrências
CARES  -  5 ocorrências
CARESSES  -  2 ocorrências
CARNAGE  -  1 ocorrências
CAROLINE  -  3 ocorrências
CARPETED  -  1 ocorrências
CARRIAGE  -  3 ocorrências
CARRIAGES  -  1 ocorrências
CARRIED  -  11 ocorrências
CARRY  -  3 ocorrências
CARRYING  -  1 ocorrências
CASE  -  9 ocorrências
CASEMENT  -  1 ocorrências
CAST  -  12 ocorrências
CASTING  -  1 ocorrências
CASTLE  -  2 ocorrências
CASTLES  -  4 ocorrências
CASUALTIES  -  1 ocorrências
CATALOGUE  -  1 ocorrências
CATARACT  -  1 ocorrências
CATASTROPHE  -  3 ocorrências
CATCHING  -  1 ocorrências
CATHOLIC  -  1 ocorrências
CAUGHT  -  2 ocorrências
CAUSATION  -  1 ocorrências
CAUSE  -  36 ocorrências
CAUSED  -  10 ocorrências
CAUSES  -  5 ocorrências
CAUSING  -  1 ocorrências
CAUTION  -  1 ocorrências
CAVE  -  1 ocorrências
CAVES  -  5 ocorrências
CEASE  -  8 ocorrências
CEASED  -  11 ocorrências
CEASING  -  1 ocorrências
CELEBRATED  -  2 ocorrências
CELESTIAL  -  5 ocorrências
CELL  -  2 ocorrências
CEMETERY  -  1 ocorrências
CENIS  -  1 ocorrências
CENTRE  -  1 ocorrências
CENTRED  -  1 ocorrências
CENTURY  -  2 ocorrências
CEREMONY  -  3 ocorrências
CERTAIN  -  7 ocorrências
CERTAINLY  -  12 ocorrências
CERTAINTY  -  5 ocorrências
CH  -  1 ocorrências
CHAIN  -  2 ocorrências
CHAINED  -  3 ocorrências
CHAINS  -  3 ocorrências
CHAIR  -  5 ocorrências
CHAIRS  -  1 ocorrências
CHAISE  -  1 ocorrências
CHAMBER  -  9 ocorrências
CHAMOIS  -  2 ocorrências
CHAMOUNIX  -  5 ocorrências
CHANCE  -  7 ocorrências
CHANCED  -  1 ocorrências
CHANCES  -  1 ocorrências
CHANGE  -  29 ocorrências
CHANGEABLE  -  1 ocorrências
CHANGED  -  10 ocorrências
CHANGES  -  3 ocorrências
CHANGING  -  1 ocorrências
CHANNEL  -  1 ocorrências
CHAPTER  -  48 ocorrências
CHARACTER  -  8 ocorrências
CHARACTERISE  -  1 ocorrências
CHARACTERISTICALLY  -  1 ocorrências
CHARACTERS  -  3 ocorrências
CHARGE  -  14 ocorrências
CHARGED  -  3 ocorrências
CHARGES  -  1 ocorrências
CHARGING  -  1 ocorrências
CHARITABLE  -  1 ocorrências
CHARITIES  -  1 ocorrências
CHARITY  -  2 ocorrências
CHARLES  -  1 ocorrências
CHARM  -  3 ocorrências
CHARMED  -  1 ocorrências
CHARMING  -  1 ocorrências
CHARMS  -  1 ocorrências
CHARNEL  -  2 ocorrências
CHASE  -  2 ocorrências
CHASMS  -  1 ocorrências
CHASTENED  -  1 ocorrências
CHASTISE  -  1 ocorrências
CHATTERED  -  2 ocorrências
CHEAT  -  2 ocorrências
CHECK  -  3 ocorrências
CHECKED  -  3 ocorrências
CHECKS  -  1 ocorrências
CHEEK  -  6 ocorrências
CHEEKS  -  7 ocorrências
CHEERED  -  2 ocorrências
CHEERFUL  -  12 ocorrências
CHEERFULLY  -  3 ocorrências
CHEERFULNESS  -  4 ocorrências
CHEERING  -  2 ocorrências
CHEESE  -  3 ocorrências
CHEMICAL  -  6 ocorrências
CHEMIST  -  1 ocorrências
CHEMISTRY  -  5 ocorrências
CHEMISTS  -  1 ocorrências
CHERISH  -  1 ocorrências
CHERISHED  -  3 ocorrências
CHERUB  -  1 ocorrências
CHIEF  -  6 ocorrências
CHIEFLY  -  5 ocorrências
CHILD  -  35 ocorrências
CHILDHOOD  -  5 ocorrências
CHILDISH  -  4 ocorrências
CHILDLESS  -  1 ocorrências
CHILDREN  -  19 ocorrências
CHILL  -  3 ocorrências
CHILLED  -  2 ocorrências
CHILLY  -  1 ocorrências
CHIMERA  -  1 ocorrências
CHIMERAS  -  1 ocorrências
CHIMERICAL  -  1 ocorrências
CHIMNEY  -  2 ocorrências
CHINK  -  2 ocorrências
CHINKS  -  1 ocorrências
CHIVALROUS  -  1 ocorrências
CHIVALRY  -  2 ocorrências
CHOICE  -  3 ocorrências
CHOICEST  -  1 ocorrências
CHOKED  -  1 ocorrências
CHOOSE  -  2 ocorrências
CHORD  -  2 ocorrências
CHOSEN  -  6 ocorrências
CHRISTIAN  -  3 ocorrências
CHRISTIANITY  -  1 ocorrências
CHRISTY  -  2 ocorrências
CHURCH  -  1 ocorrências
CHURCHYARD  -  1 ocorrências
CIRCLE  -  2 ocorrências
CIRCULATES  -  1 ocorrências
CIRCUMSTANCE  -  10 ocorrências
CIRCUMSTANCES  -  14 ocorrências
CIRCUMSTANTIAL  -  2 ocorrências
CITADEL  -  1 ocorrências
CITY  -  13 ocorrências
CIVILISED  -  1 ocorrências
CLAD  -  1 ocorrências
CLAIM  -  9 ocorrências
CLAIMED  -  1 ocorrências
CLAIMS  -  1 ocorrências
CLAPPED  -  2 ocorrências
CLAPPING  -  1 ocorrências
CLASP  -  1 ocorrências
CLASPED  -  1 ocorrências
CLASPING  -  2 ocorrências
CLASS  -  1 ocorrências
CLASSES  -  1 ocorrências
CLASSIFICATIONS  -  1 ocorrências
CLAY  -  1 ocorrências
CLEAN  -  2 ocorrências
CLEANING  -  1 ocorrências
CLEAR  -  11 ocorrências
CLEARED  -  3 ocorrências
CLEARLY  -  3 ocorrências
CLEARNESS  -  1 ocorrências
CLEMENCY  -  1 ocorrências
CLERVAL  -  59 ocorrências
CLEVER  -  1 ocorrências
CLIFFS  -  1 ocorrências
CLIMATE  -  2 ocorrências
CLIMBING  -  1 ocorrências
CLIMES  -  1 ocorrências
CLING  -  3 ocorrências
CLINGING  -  1 ocorrências
CLINGS  -  3 ocorrências
CLOAK  -  3 ocorrências
CLOCK  -  8 ocorrências
CLOSE  -  15 ocorrências
CLOSED  -  7 ocorrências
CLOSELY  -  2 ocorrências
CLOSER  -  3 ocorrências
CLOSEST  -  2 ocorrências
CLOSING  -  1 ocorrências
CLOTHED  -  2 ocorrências
CLOTHES  -  5 ocorrências
CLOTHING  -  1 ocorrências
CLOUD  -  9 ocorrências
CLOUDED  -  4 ocorrências
CLOUDLESS  -  4 ocorrências
CLOUDS  -  13 ocorrências
CLOUDY  -  2 ocorrências
CLUE  -  3 ocorrências
CLUMP  -  1 ocorrências
CLUNG  -  4 ocorrências
COACH  -  1 ocorrências
COARSE  -  4 ocorrências
COARSER  -  1 ocorrências
COARSEST  -  1 ocorrências
COAST  -  1 ocorrências
COASTING  -  1 ocorrências
CODE  -  1 ocorrências
CODES  -  1 ocorrências
COFFIN  -  5 ocorrências
COINCIDENCES  -  1 ocorrências
COLD  -  31 ocorrências
COLDNESS  -  1 ocorrências
COLERIDGE  -  1 ocorrências
COLLEAGUE  -  1 ocorrências
COLLECT  -  4 ocorrências
COLLECTED  -  10 ocorrências
COLLECTING  -  5 ocorrências
COLLECTION  -  4 ocorrências
COLLECTIONS  -  1 ocorrências
COLLEGE  -  3 ocorrências
COLLEGES  -  1 ocorrências
COLOGNE  -  1 ocorrências
COLONIZATION  -  1 ocorrências
COLOUR  -  3 ocorrências
COLOURS  -  2 ocorrências
COMBAT  -  2 ocorrências
COMBINED  -  4 ocorrências
COMBUSTIBLES  -  1 ocorrências
COME  -  38 ocorrências
COMES  -  1 ocorrências
COMFORT  -  6 ocorrências
COMFORTABLE  -  1 ocorrências
COMFORTER  -  2 ocorrências
COMFORTLESS  -  1 ocorrências
COMING  -  3 ocorrências
COMMAND  -  5 ocorrências
COMMANDED  -  2 ocorrências
COMMENCE  -  13 ocorrências
COMMENCED  -  7 ocorrências
COMMENCEMENT  -  5 ocorrências
COMMENCES  -  1 ocorrências
COMMENT  -  1 ocorrências
COMMERCE  -  1 ocorrências
COMMERCIAL  -  1 ocorrências
COMMISERATE  -  1 ocorrências
COMMISSION  -  2 ocorrências
COMMIT  -  3 ocorrências
COMMITTED  -  13 ocorrências
COMMITTING  -  1 ocorrências
COMMON  -  5 ocorrências
COMMUNICATE  -  2 ocorrências
COMMUNICATED  -  6 ocorrências
COMMUNICATING  -  2 ocorrências
COMMUNICATION  -  3 ocorrências
COMMUNION  -  2 ocorrências
COMMUNITY  -  1 ocorrências
COMO  -  2 ocorrências
COMPACT  -  1 ocorrências
COMPANION  -  30 ocorrências
COMPANIONS  -  12 ocorrências
COMPANIONSHIP  -  2 ocorrências
COMPANY  -  6 ocorrências
COMPARABLE  -  1 ocorrências
COMPARATIVE  -  1 ocorrências
COMPARED  -  2 ocorrências
COMPASS  -  1 ocorrências
COMPASSED  -  1 ocorrências
COMPASSION  -  11 ocorrências
COMPASSIONATE  -  1 ocorrências
COMPASSIONATED  -  1 ocorrências
COMPENSATE  -  1 ocorrências
COMPENSATED  -  2 ocorrências
COMPETENT  -  1 ocorrências
COMPILATION  -  1 ocorrências
COMPLACENCY  -  1 ocorrências
COMPLAIN  -  1 ocorrências
COMPLAINED  -  1 ocorrências
COMPLAINTS  -  2 ocorrências
COMPLETE  -  8 ocorrências
COMPLETED  -  2 ocorrências
COMPLETELY  -  2 ocorrências
COMPLETES  -  1 ocorrências
COMPLETION  -  5 ocorrências
COMPLEX  -  1 ocorrências
COMPLEXION  -  2 ocorrências
COMPLEXIONS  -  1 ocorrências
COMPLEXITY  -  1 ocorrências
COMPLIANCE  -  5 ocorrências
COMPLIED  -  1 ocorrências
COMPLY  -  14 ocorrências
COMPLYING  -  3 ocorrências
COMPOSE  -  3 ocorrências
COMPOSED  -  5 ocorrências
COMPOSES  -  1 ocorrências
COMPOSING  -  1 ocorrências
COMPOSURE  -  4 ocorrências
COMPREHEND  -  4 ocorrências
COMPREHENDED  -  1 ocorrências
COMPREHENSIVE  -  1 ocorrências
COMPRESSED  -  1 ocorrências
COMPRISED  -  1 ocorrências
COMPUTER  -  2 ocorrências
COMPUTERS  -  2 ocorrências
COMRADES  -  2 ocorrências
CONCEAL  -  5 ocorrências
CONCEALED  -  6 ocorrências
CONCEALING  -  2 ocorrências
CONCEALMENT  -  1 ocorrências
CONCEDE  -  1 ocorrências
CONCEITED  -  1 ocorrências
CONCEIVE  -  10 ocorrências
CONCEIVED  -  12 ocorrências
CONCEIVING  -  1 ocorrências
CONCENTRATED  -  1 ocorrências
CONCEPT  -  2 ocorrências
CONCEPTION  -  6 ocorrências
CONCERN  -  1 ocorrências
CONCERNED  -  1 ocorrências
CONCERNING  -  26 ocorrências
CONCERT  -  1 ocorrências
CONCILIATING  -  2 ocorrências
CONCLUDE  -  1 ocorrências
CONCLUDED  -  4 ocorrências
CONCLUSION  -  5 ocorrências
CONCLUSIONS  -  3 ocorrências
CONCUSSION  -  1 ocorrências
CONDEMN  -  2 ocorrências
CONDEMNATION  -  1 ocorrências
CONDEMNED  -  11 ocorrências
CONDEMNS  -  1 ocorrências
CONDESCENSION  -  1 ocorrências
CONDITION  -  8 ocorrências
CONDITIONS  -  1 ocorrências
CONDUCE  -  1 ocorrências
CONDUCIVE  -  1 ocorrências
CONDUCT  -  8 ocorrências
CONDUCTED  -  6 ocorrências
CONDUCTING  -  2 ocorrências
CONDUCTOR  -  1 ocorrências
CONDUCTORS  -  1 ocorrências
CONFER  -  1 ocorrências
CONFESS  -  8 ocorrências
CONFESSED  -  6 ocorrências
CONFESSING  -  1 ocorrências
CONFESSION  -  1 ocorrências
CONFESSOR  -  2 ocorrências
CONFIDE  -  4 ocorrências
CONFIDED  -  1 ocorrências
CONFIDENCE  -  4 ocorrências
CONFIDENT  -  1 ocorrências
CONFIDENTIAL  -  1 ocorrências
CONFINE  -  2 ocorrências
CONFINED  -  7 ocorrências
CONFINEMENT  -  1 ocorrências
CONFINES  -  2 ocorrências
CONFIRM  -  2 ocorrências
CONFIRMATION  -  2 ocorrências
CONFIRMED  -  8 ocorrências
CONFIRMS  -  1 ocorrências
CONFISCATED  -  1 ocorrências
CONFLAGRATION  -  1 ocorrências
CONFLICT  -  3 ocorrências
CONFLICTING  -  1 ocorrências
CONFORMATION  -  1 ocorrências
CONFUSED  -  5 ocorrências
CONFUSEDLY  -  1 ocorrências
CONFUSION  -  3 ocorrências
CONGEAL  -  1 ocorrências
CONGENIAL  -  1 ocorrências
CONGRATULATORY  -  2 ocorrências
CONGREGATED  -  1 ocorrências
CONJECTURE  -  4 ocorrências
CONJECTURED  -  7 ocorrências
CONJECTURES  -  1 ocorrências
CONJURE  -  4 ocorrências
CONJURED  -  2 ocorrências
CONNECTED  -  7 ocorrências
CONNECTION  -  3 ocorrências
CONQUER  -  1 ocorrências
CONQUERED  -  2 ocorrências
CONSCIENCE  -  6 ocorrências
CONSCIOUS  -  3 ocorrências
CONSCIOUSNESS  -  3 ocorrências
CONSECRATE  -  2 ocorrências
CONSECRATED  -  1 ocorrências
CONSENT  -  12 ocorrências
CONSENTED  -  5 ocorrências
CONSEQUENCE  -  1 ocorrências
CONSEQUENCES  -  4 ocorrências
CONSEQUENTIAL  -  1 ocorrências
CONSEQUENTLY  -  2 ocorrências
CONSIDER  -  9 ocorrências
CONSIDERABLE  -  10 ocorrências
CONSIDERABLY  -  3 ocorrências
CONSIDERATE  -  1 ocorrências
CONSIDERATENESS  -  1 ocorrências
CONSIDERATION  -  5 ocorrências
CONSIDERATIONS  -  1 ocorrências
CONSIDERED  -  11 ocorrências
CONSIDERING  -  1 ocorrências
CONSIST  -  1 ocorrências
CONSISTED  -  4 ocorrências
CONSISTENT  -  1 ocorrências
CONSOLATION  -  18 ocorrências
CONSOLE  -  7 ocorrências
CONSOLED  -  1 ocorrências
CONSOLES  -  2 ocorrências
CONSTANT  -  6 ocorrências
CONSTANTINOPLE  -  2 ocorrências
CONSTANTLY  -  2 ocorrências
CONSTERNATION  -  2 ocorrências
CONSTRAINED  -  1 ocorrências
CONSTRUCT  -  1 ocorrências
CONSTRUCTED  -  3 ocorrências
CONSTRUED  -  1 ocorrências
CONSULTED  -  2 ocorrências
CONSUME  -  3 ocorrências
CONSUMED  -  4 ocorrências
CONSUMES  -  1 ocorrências
CONSUMMATE  -  2 ocorrências
CONSUMMATED  -  1 ocorrências
CONSUMMATION  -  4 ocorrências
CONSUMPTION  -  2 ocorrências
CONTACT  -  4 ocorrências
CONTAIN  -  3 ocorrências
CONTAINED  -  4 ocorrências
CONTAINING  -  2 ocorrências
CONTEMPLATE  -  4 ocorrências
CONTEMPLATED  -  9 ocorrências
CONTEMPLATION  -  1 ocorrências
CONTEMPT  -  5 ocorrências
CONTENT  -  7 ocorrências
CONTENTED  -  5 ocorrências
CONTENTION  -  1 ocorrências
CONTENTMENT  -  2 ocorrências
CONTENTS  -  2 ocorrências
CONTEST  -  1 ocorrências
CONTINUAL  -  5 ocorrências
CONTINUALLY  -  18 ocorrências
CONTINUATION  -  1 ocorrências
CONTINUE  -  8 ocorrências
CONTINUED  -  34 ocorrências
CONTINUING  -  2 ocorrências
CONTORTIONS  -  1 ocorrências
CONTRACT  -  1 ocorrências
CONTRADICTORY  -  1 ocorrências
CONTRARY  -  4 ocorrências
CONTRAST  -  5 ocorrências
CONTRIBUTED  -  2 ocorrências
CONTRIBUTES  -  1 ocorrências
CONTRIBUTIONS  -  2 ocorrências
CONTRIVED  -  3 ocorrências
CONTROL  -  3 ocorrências
CONTUMELY  -  1 ocorrências
CONVALESCENCE  -  3 ocorrências
CONVENIENCE  -  2 ocorrências
CONVENIENTLY  -  1 ocorrências
CONVENT  -  1 ocorrências
CONVERSATION  -  18 ocorrências
CONVERSATIONS  -  2 ocorrências
CONVERSE  -  4 ocorrências
CONVERSED  -  3 ocorrências
CONVERSING  -  2 ocorrências
CONVERT  -  1 ocorrências
CONVEY  -  7 ocorrências
CONVEYED  -  5 ocorrências
CONVEYS  -  1 ocorrências
CONVICT  -  1 ocorrências
CONVICTED  -  1 ocorrências
CONVICTION  -  6 ocorrências
CONVINCED  -  9 ocorrências
CONVULSED  -  1 ocorrências
CONVULSIONS  -  1 ocorrências
CONVULSIVE  -  1 ocorrências
COOKING  -  1 ocorrências
COOL  -  2 ocorrências
COOLNESS  -  1 ocorrências
COOPED  -  1 ocorrências
COP  -  1 ocorrências
COPE  -  2 ocorrências
COPIED  -  2 ocorrências
COPIES  -  8 ocorrências
COPY  -  12 ocorrências
COPYING  -  4 ocorrências
COPYRIGHT  -  14 ocorrências
CORD  -  1 ocorrências
CORDIAL  -  1 ocorrências
CORE  -  1 ocorrências
CORNELIUS  -  6 ocorrências
CORNER  -  3 ocorrências
CORPORATION  -  1 ocorrências
CORPSE  -  10 ocorrências
CORRECTED  -  1 ocorrências
CORRECTIONS  -  2 ocorrências
CORRESPONDENCE  -  2 ocorrências
CORRUPT  -  1 ocorrências
CORRUPTION  -  3 ocorrências
COST  -  3 ocorrências
COSTS  -  2 ocorrências
COT  -  1 ocorrências
COTTAGE  -  51 ocorrências
COTTAGER  -  1 ocorrências
COTTAGERS  -  23 ocorrências
COTTAGES  -  5 ocorrências
COULD  -  198 ocorrências
COUNSEL  -  1 ocorrências
COUNSELLORS  -  1 ocorrências
COUNTENANCE  -  39 ocorrências
COUNTENANCES  -  9 ocorrências
COUNTLESS  -  1 ocorrências
COUNTRIES  -  4 ocorrências
COUNTRY  -  56 ocorrências
COUNTRYMAN  -  1 ocorrências
COUNTRYMEN  -  1 ocorrências
COUPAR  -  1 ocorrências
COURAGE  -  18 ocorrências
COURAGEOUS  -  1 ocorrências
COURSE  -  18 ocorrências
COURSES  -  1 ocorrências
COURT  -  10 ocorrências
COURTYARD  -  1 ocorrências
COUSIN  -  25 ocorrências
COUSINS  -  1 ocorrências
COVERED  -  19 ocorrências
COVERS  -  1 ocorrências
COVETED  -  1 ocorrências
COW  -  1 ocorrências
COWARD  -  1 ocorrências
COWARDICE  -  4 ocorrências
COWARDS  -  1 ocorrências
COWS  -  1 ocorrências
CRACKED  -  3 ocorrências
CRACKING  -  1 ocorrências
CRAGS  -  1 ocorrências
CRAMPED  -  1 ocorrências
CRASH  -  1 ocorrências
CRAVING  -  1 ocorrências
CRAWLED  -  1 ocorrências
CRAWLING  -  1 ocorrências
CREAKING  -  1 ocorrências
CREATE  -  9 ocorrências
CREATED  -  14 ocorrências
CREATES  -  1 ocorrências
CREATING  -  6 ocorrências
CREATION  -  20 ocorrências
CREATIONS  -  2 ocorrências
CREATOR  -  20 ocorrências
CREATORS  -  1 ocorrências
CREATURE  -  44 ocorrências
CREATURES  -  25 ocorrências
CREDIT  -  6 ocorrências
CREDITED  -  1 ocorrências
CREEK  -  1 ocorrências
CREPT  -  7 ocorrências
CREVICE  -  2 ocorrências
CREVICES  -  1 ocorrências
CREW  -  1 ocorrências
CRIED  -  15 ocorrências
CRIES  -  2 ocorrências
CRIME  -  16 ocorrências
CRIMES  -  13 ocorrências
CRIMINAL  -  8 ocorrências
CRIMINALITY  -  1 ocorrências
CRITICAL  -  2 ocorrências
CROAKING  -  1 ocorrências
CROSS  -  3 ocorrências
CROSSED  -  3 ocorrências
CROSSING  -  1 ocorrências
CROWD  -  5 ocorrências
CROWDED  -  2 ocorrências
CROWDING  -  1 ocorrências
CROWN  -  3 ocorrências
CRUCIBLE  -  1 ocorrências
CRUEL  -  3 ocorrências
CRUELLEST  -  1 ocorrências
CRUELLY  -  1 ocorrências
CRUELTY  -  1 ocorrências
CRUSH  -  4 ocorrências
CRUSHED  -  1 ocorrências
CRY  -  2 ocorrências
CULLED  -  1 ocorrências
CULTIVATED  -  3 ocorrências
CULTIVATING  -  1 ocorrências
CULTIVATION  -  4 ocorrências
CUMBERLAND  -  3 ocorrências
CUP  -  3 ocorrências
CURBED  -  1 ocorrências
CURDLES  -  1 ocorrências
CURE  -  1 ocorrências
CURIOSITIES  -  1 ocorrências
CURIOSITY  -  14 ocorrências
CURIOUS  -  1 ocorrências
CURIOUSLY  -  1 ocorrências
CURLING  -  2 ocorrências
CURRENT  -  3 ocorrências
CURSE  -  9 ocorrências
CURSED  -  10 ocorrências
CURSES  -  1 ocorrências
CURSORY  -  3 ocorrências
CURTAIN  -  1 ocorrências
CUSTOM  -  4 ocorrências
CUSTOMS  -  2 ocorrências
CUT  -  5 ocorrências
CYPRESS  -  1 ocorrências
D  -  24 ocorrências
DABBLE  -  1 ocorrências
DABBLED  -  1 ocorrências
DAGGER  -  1 ocorrências
DAILY  -  8 ocorrências
DAMAGE  -  2 ocorrências
DAMAGED  -  1 ocorrências
DAMAGES  -  4 ocorrências
DAMP  -  3 ocorrências
DAMPS  -  2 ocorrências
DANCED  -  1 ocorrências
DANCING  -  1 ocorrências
DANGER  -  12 ocorrências
DANGEROUS  -  5 ocorrências
DANGEROUSLY  -  1 ocorrências
DANGERS  -  5 ocorrências
DANIEL  -  3 ocorrências
DANK  -  1 ocorrências
DANTE  -  1 ocorrências
DARE  -  13 ocorrências
DARED  -  19 ocorrências
DARING  -  1 ocorrências
DARK  -  28 ocorrências
DARKENED  -  3 ocorrências
DARKNESS  -  16 ocorrências
DARLING  -  5 ocorrências
DARTED  -  5 ocorrências
DASH  -  2 ocorrências
DASHED  -  2 ocorrências
DASHING  -  4 ocorrências
DATA  -  1 ocorrências
DATE  -  6 ocorrências
DATED  -  3 ocorrências
DATES  -  1 ocorrências
DAUGHTER  -  15 ocorrências
DAUNTLESS  -  2 ocorrências
DAVID  -  2 ocorrências
DAWN  -  4 ocorrências
DAWNED  -  4 ocorrências
DAY  -  82 ocorrências
DAYBREAK  -  1 ocorrências
DAYDREAMS  -  2 ocorrências
DAYLIGHT  -  1 ocorrências
DAYS  -  51 ocorrências
DAZZLED  -  1 ocorrências
DAZZLING  -  1 ocorrências
DE  -  13 ocorrências
DEAD  -  23 ocorrências
DEADLY  -  6 ocorrências
DEAL  -  1 ocorrências
DEALING  -  1 ocorrências
DEAR  -  72 ocorrências
DEARER  -  5 ocorrências
DEAREST  -  18 ocorrências
DEARLY  -  3 ocorrências
DEATH  -  79 ocorrências
DEATHBED  -  1 ocorrências
DEATHLIKE  -  1 ocorrências
DEATHS  -  3 ocorrências
DEBAR  -  1 ocorrências
DEBARRED  -  1 ocorrências
DEBASING  -  1 ocorrências
DEBILITATED  -  1 ocorrências
DEBILITY  -  2 ocorrências
DEBTS  -  1 ocorrências
DEC  -  1 ocorrências
DECAY  -  4 ocorrências
DECAYED  -  2 ocorrências
DECAYING  -  1 ocorrências
DECEIT  -  3 ocorrências
DECEIVED  -  4 ocorrências
DECEMBER  -  1 ocorrências
DECIDE  -  4 ocorrências
DECIDED  -  4 ocorrências
DECIDEDLY  -  1 ocorrências
DECIDES  -  1 ocorrências
DECIPHER  -  1 ocorrências
DECISION  -  2 ocorrências
DECISIVE  -  2 ocorrências
DECK  -  8 ocorrências
DECLAMATORY  -  1 ocorrências
DECLARATION  -  1 ocorrências
DECLARE  -  3 ocorrências
DECLARED  -  3 ocorrências
DECLINE  -  4 ocorrências
DECLINED  -  6 ocorrências
DECLINING  -  1 ocorrências
DECORATIONS  -  1 ocorrências
DECREASED  -  2 ocorrências
DECREASING  -  1 ocorrências
DECREED  -  1 ocorrências
DEDICATE  -  1 ocorrências
DEDICATED  -  3 ocorrências
DEDUCE  -  1 ocorrências
DEDUCED  -  1 ocorrências
DEDUCTIBLE  -  1 ocorrências
DEED  -  5 ocorrências
DEEDS  -  2 ocorrências
DEEM  -  1 ocorrências
DEEMED  -  4 ocorrências
DEEP  -  19 ocorrências
DEEPER  -  5 ocorrências
DEEPEST  -  2 ocorrências
DEEPLY  -  20 ocorrências
DEER  -  2 ocorrências
DEFEAT  -  1 ocorrências
DEFECT  -  3 ocorrências
DEFECTIVE  -  3 ocorrências
DEFECTS  -  2 ocorrências
DEFENCE  -  3 ocorrências
DEFEND  -  2 ocorrências
DEFERENCE  -  1 ocorrências
DEFERRED  -  1 ocorrências
DEFIANCE  -  1 ocorrências
DEFINE  -  1 ocorrências
DEFORMED  -  3 ocorrências
DEFORMITY  -  8 ocorrências
DEGENERATING  -  1 ocorrências
DEGRADATION  -  3 ocorrências
DEGRADED  -  3 ocorrências
DEGREE  -  24 ocorrências
DEGREES  -  12 ocorrências
DEJECTED  -  1 ocorrências
DEJECTION  -  2 ocorrências
DELAY  -  8 ocorrências
DELAYED  -  5 ocorrências
DELETIONS  -  1 ocorrências
DELICACY  -  1 ocorrências
DELICATE  -  2 ocorrências
